136 74  8    3642 14180 22898 30128 36064 40839 44619 47633
137 74  8    3643 14181 22899 30129 36065 40840 44620 47634
138 74  8    3644 14182 22900 30130 36066 40841 44621 47635
139 74  8    3645 14183 22901 30131 36067 40842 44622 47636
140 74  9    3646 14184 22902 30132 36068 40843 44623 47637 49890
141 74 10    3647 14185 22903 30133 36069 40844 44624 47638 49891 51593
142 74 10    3648 14186 22904 30134 36070 40845 44625 47639 49892 51594
143 74  8    3649 14187 22905 30135 36071 40846 44626 47640
144 74  6    3650 14188 22906 30136 36072 40847
145 74  6    3651 14189 22907 30137 36073 40848
146 74  6    3652 14190 22908 30138 36074 40849
147 74  6    3653 14191 22909 30139 36075 40850
148 74  6    3654 14192 22910 30140 36076 40851
149 74  5    3655 14193 22911 30141 36077
150 74  5    3656 14194 22912 30142 36078
151 74  4    3657 14195 22913 30143
152 74  4    3658 14196 22914 30144
153 74  3    3659 14197 22915
154 74  2    3660 14198
155 74  1    3661
156 74  1    3662
157 74  1    3663
158 74  1    3664
159 74  1    3665
160 74  1    3666
161 74  1    3667
162 74  1    3668
163 74  1    3669
164 74  1    3670
 84 75  1    3671
 86 75  1    3672
 87 75  1    3673
 91 75  1    3674
104 75  2    3675 14199
105 75  3    3676 14200 22916
106 75  2    3677 14201
115 75  1    3678
116 75  1    3679
119 75  1    3680
120 75  2    3681 14202
121 75  3    3682 14203 22917
122 75  4    3683 14204 22918 30145
123 75  5    3684 14205 22919 30146 36079
124 75  5    3685 14206 22920 30147 36080
125 75  6    3686 14207 22921 30148 36081 40852
126 75  6    3687 14208 22922 30149 36082 40853
127 75  7    3688 14209 22923 30150 36083 40854 44627
128 75  8    3689 14210 22924 30151 36084 40855 44628 47641
129 75 12    3690 14211 22925 30152 36085 40856 44629 47642 49893 51595 52818 53838
130 75 12    3691 14212 22926 30153 36086 40857 44630 47643 49894 51596 52819 53839
131 75 12    3692 14213 22927 30154 36087 40858 44631 47644 49895 51597 52820 53840
132 75 12    3693 14214 22928 30155 36088 40859 44632 47645 49896 51598 52821 53841
133 75 12    3694 14215 22929 30156 36089 40860 44633 47646 49897 51599 52822 53842
134 75 12    3695 14216 22930 30157 36090 40861 44634 47647 49898 51600 52823 53843
135 75  8    3696 14217 22931 30158 36091 40862 44635 47648
136 75  8    3697 14218 22932 30159 36092 40863 44636 47649
137 75  8    3698 14219 22933 30160 36093 40864 44637 47650
138 75  8    3699 14220 22934 30161 36094 40865 44638 47651
139 75  9    3700 14221 22935 30162 36095 40866 44639 47652 49899
140 75  9    3701 14222 22936 30163 36096 40867 44640 47653 49900
141 75 11    3702 14223 22937 30164 36097 40868 44641 47654 49901 51601 52824
142 75 11    3703 14224 22938 30165 36098 40869 44642 47655 49902 51602 52825
143 75  7    3704 14225 22939 30166 36099 40870 44643
144 75  7    3705 14226 22940 30167 36100 40871 44644
145 75  7    3706 14227 22941 30168 36101 40872 44645
146 75  7    3707 14228 22942 30169 36102 40873 44646
147 75  7    3708 14229 22943 30170 36103 40874 44647
148 75  6    3709 14230 22944 30171 36104 40875
149 75  5    3710 14231 22945 30172 36105
150 75  5    3711 14232 22946 30173 36106
151 75  4    3712 14233 22947 30174
152 75  4    3713 14234 22948 30175
153 75  3    3714 14235 22949
154 75  2    3715 14236
155 75  2    3716 14237
156 75  2    3717 14238
157 75  2    3718 14239
158 75  2    3719 14240
159 75  2    3720 14241
 84 76  1    3721
 87 76  1    3722
104 76  2    3723 14242
105 76  2    3724 14243
106 76  2    3725 14244
115 76  1    3726
116 76  2    3727 14245
117 76  2    3728 14246
118 76  2    3729 14247
119 76  3    3730 14248 22950
120 76  4    3731 14249 22951 30176
121 76  5    3732 14250 22952 30177 36107
122 76  6    3733 14251 22953 30178 36108 40876
123 76  6    3734 14252 22954 30179 36109 40877
124 76  6    3735 14253 22955 30180 36110 40878
125 76  6    3736 14254 22956 30181 36111 40879
126 76  7    3737 14255 22957 30182 36112 40880 44648
127 76  7    3738 14256 22958 30183 36113 40881 44649
128 76  8    3739 14257 22959 30184 36114 40882 44650 47656
129 76 12    3740 14258 22960 30185 36115 40883 44651 47657 49903 51603 52826 53844
130 76 12    3741 14259 22961 30186 36116 40884 44652 47658 49904 51604 52827 53845
131 76 12    3742 14260 22962 30187 36117 40885 44653 47659 49905 51605 52828 53846
132 76 12    3743 14261 22963 30188 36118 40886 44654 47660 49906 51606 52829 53847
133 76 12    3744 14262 22964 30189 36119 40887 44655 47661 49907 51607 52830 53848
134 76 12    3745 14263 22965 30190 36120 40888 44656 47662 49908 51608 52831 53849
135 76  8    3746 14264 22966 30191 36121 40889 44657 47663
136 76  8    3747 14265 22967 30192 36122 40890 44658 47664
137 76  8    3748 14266 22968 30193 36123 40891 44659 47665
138 76  8    3749 14267 22969 30194 36124 40892 44660 47666
139 76  9    3750 14268 22970 30195 36125 40893 44661 47667 49909
140 76 11    3751 14269 22971 30196 36126 40894 44662 47668 49910 51609 52832
141 76 11    3752 14270 22972 30197 36127 40895 44663 47669 49911 51610 52833
142 76 11    3753 14271 22973 30198 36128 40896 44664 47670 49912 51611 52834
143 76  7    3754 14272 22974 30199 36129 40897 44665
144 76  8    3755 14273 22975 30200 36130 40898 44666 47671
145 76  7    3756 14274 22976 30201 36131 40899 44667
146 76  8    3757 14275 22977 30202 36132 40900 44668 47672
147 76  8    3758 14276 22978 30203 36133 40901 44669 47673
148 76  7    3759 14277 22979 30204 36134 40902 44670
149 76  6    3760 14278 22980 30205 36135 40903
150 76  5    3761 14279 22981 30206 36136
151 76  5    3762 14280 22982 30207 36137
152 76  4    3763 14281 22983 30208
153 76  4    3764 14282 22984 30209
154 76  3    3765 14283 22985
155 76  2    3766 14284
156 76  3    3767 14285 22986
157 76  4    3768 14286 22987 30210
158 76  4    3769 14287 22988 30211
159 76  3    3770 14288 22989
160 76  2    3771 14289
161 76  1    3772
162 76  1    3773
163 76  1    3774
 84 77  1    3775
 87 77  1    3776
104 77  1    3777
106 77  2    3778 14290
114 77  1    3779
115 77  1    3780
116 77  2    3781 14291
117 77  3    3782 14292 22990
118 77  4    3783 14293 22991 30212
119 77  5    3784 14294 22992 30213 36138
120 77  5    3785 14295 22993 30214 36139
121 77  6    3786 14296 22994 30215 36140 40904
122 77  7    3787 14297 22995 30216 36141 40905 44671
123 77  7    3788 14298 22996 30217 36142 40906 44672
124 77  7    3789 14299 22997 30218 36143 40907 44673
125 77  7    3790 14300 22998 30219 36144 40908 44674
126 77  7    3791 14301 22999 30220 36145 40909 44675
127 77  7    3792 14302 23000 30221 36146 40910 44676
128 77  7    3793 14303 23001 30222 36147 40911 44677
129 77 12    3794 14304 23002 30223 36148 40912 44678 47674 49913 51612 52835 53850
130 77 12    3795 14305 23003 30224 36149 40913 44679 47675 49914 51613 52836 53851
131 77 12    3796 14306 23004 30225 36150 40914 44680 47676 49915 51614 52837 53852
132 77 12    3797 14307 23005 30226 36151 40915 44681 47677 49916 51615 52838 53853
133 77 12    3798 14308 23006 30227 36152 40916 44682 47678 49917 51616 52839 53854
134 77 12    3799 14309 23007 30228 36153 40917 44683 47679 49918 51617 52840 53855
135 77  9    3800 14310 23008 30229 36154 40918 44684 47680 49919
136 77  9    3801 14311 23009 30230 36155 40919 44685 47681 49920
137 77  8    3802 14312 23010 30231 36156 40920 44686 47682
138 77  8    3803 14313 23011 30232 36157 40921 44687 47683
139 77  9    3804 14314 23012 30233 36158 40922 44688 47684 49921
140 77 11    3805 14315 23013 30234 36159 40923 44689 47685 49922 51618 52841
141 77 11    3806 14316 23014 30235 36160 40924 44690 47686 49923 51619 52842
142 77  9    3807 14317 23015 30236 36161 40925 44691 47687 49924
143 77 10    3808 14318 23016 30237 36162 40926 44692 47688 49925 51620
144 77  7    3809 14319 23017 30238 36163 40927 44693
145 77  7    3810 14320 23018 30239 36164 40928 44694
146 77  7    3811 14321 23019 30240 36165 40929 44695
147 77  7    3812 14322 23020 30241 36166 40930 44696
148 77  8    3813 14323 23021 30242 36167 40931 44697 47689
149 77  6    3814 14324 23022 30243 36168 40932
150 77  6    3815 14325 23023 30244 36169 40933
151 77  6    3816 14326 23024 30245 36170 40934
152 77  6    3817 14327 23025 30246 36171 40935
153 77  5    3818 14328 23026 30247 36172
154 77  4    3819 14329 23027 30248
155 77  4    3820 14330 23028 30249
156 77  5    3821 14331 23029 30250 36173
157 77  6    3822 14332 23030 30251 36174 40936
158 77  5    3823 14333 23031 30252 36175
159 77  4    3824 14334 23032 30253
160 77  2    3825 14335
161 77  1    3826
 87 78  1    3827
104 78  1    3828
106 78  1    3829
115 78  1    3830
116 78  2    3831 14336
117 78  2    3832 14337
118 78  3    3833 14338 23033
119 78  4    3834 14339 23034 30254
120 78  5    3835 14340 23035 30255 36176
121 78  6    3836 14341 23036 30256 36177 40937
122 78  7    3837 14342 23037 30257 36178 40938 44698
123 78  7    3838 14343 23038 30258 36179 40939 44699
124 78  7    3839 14344 23039 30259 36180 40940 44700
125 78  7    3840 14345 23040 30260 36181 40941 44701
126 78  7    3841 14346 23041 30261 36182 40942 44702
127 78  7    3842 14347 23042 30262 36183 40943 44703
128 78  8    3843 14348 23043 30263 36184 40944 44704 47690
129 78 12    3844 14349 23044 30264 36185 40945 44705 47691 49926 51621 52843 53856
130 78 12    3845 14350 23045 30265 36186 40946 44706 47692 49927 51622 52844 53857
131 78 12    3846 14351 23046 30266 36187 40947 44707 47693 49928 51623 52845 53858
132 78 12    3847 14352 23047 30267 36188 40948 44708 47694 49929 51624 52846 53859
133 78 12    3848 14353 23048 30268 36189 40949 44709 47695 49930 51625 52847 53860
134 78 12    3849 14354 23049 30269 36190 40950 44710 47696 49931 51626 52848 53861
135 78  9    3850 14355 23050 30270 36191 40951 44711 47697 49932
136 78  9    3851 14356 23051 30271 36192 40952 44712 47698 49933
137 78  9    3852 14357 23052 30272 36193 40953 44713 47699 49934
138 78  9    3853 14358 23053 30273 36194 40954 44714 47700 49935
139 78 12    3854 14359 23054 30274 36195 40955 44715 47701 49936 51627 52849 53862
140 78 12    3855 14360 23055 30275 36196 40956 44716 47702 49937 51628 52850 53863
141 78 12    3856 14361 23056 30276 36197 40957 44717 47703 49938 51629 52851 53864
142 78  9    3857 14362 23057 30277 36198 40958 44718 47704 49939
143 78 10    3858 14363 23058 30278 36199 40959 44719 47705 49940 51630
144 78 14    3859 14364 23059 30279 36200 40960 44720 47706 49941 51631 52852 53865 54582 55132
145 78 14    3860 14365 23060 30280 36201 40961 44721 47707 49942 51632 52853 53866 54583 55133
146 78 14    3861 14366 23061 30281 36202 40962 44722 47708 49943 51633 52854 53867 54584 55134
147 78 14    3862 14367 23062 30282 36203 40963 44723 47709 49944 51634 52855 53868 54585 55135
148 78 14    3863 14368 23063 30283 36204 40964 44724 47710 49945 51635 52856 53869 54586 55136
149 78  7    3864 14369 23064 30284 36205 40965 44725
150 78  7    3865 14370 23065 30285 36206 40966 44726
151 78  8    3866 14371 23066 30286 36207 40967 44727 47711
152 78  8    3867 14372 23067 30287 36208 40968 44728 47712
153 78  8    3868 14373 23068 30288 36209 40969 44729 47713
154 78  6    3869 14374 23069 30289 36210 40970
155 78  7    3870 14375 23070 30290 36211 40971 44730
156 78  7    3871 14376 23071 30291 36212 40972 44731
157 78  8    3872 14377 23072 30292 36213 40973 44732 47714
158 78  8    3873 14378 23073 30293 36214 40974 44733 47715
159 78  4    3874 14379 23074 30294
160 78  2    3875 14380
161 78  1    3876
162 78  1    3877
114 79  1    3878
115 79  1    3879
116 79  1    3880
117 79  2    3881 14381
118 79  2    3882 14382
119 79  2    3883 14383
120 79  4    3884 14384 23075 30295
121 79  6    3885 14385 23076 30296 36215 40975
122 79  7    3886 14386 23077 30297 36216 40976 44734
123 79  7    3887 14387 23078 30298 36217 40977 44735
124 79  7    3888 14388 23079 30299 36218 40978 44736
125 79  7    3889 14389 23080 30300 36219 40979 44737
126 79  8    3890 14390 23081 30301 36220 40980 44738 47716
127 79  8    3891 14391 23082 30302 36221 40981 44739 47717
128 79  8    3892 14392 23083 30303 36222 40982 44740 47718
129 79 12    3893 14393 23084 30304 36223 40983 44741 47719 49946 51636 52857 53870
130 79 12    3894 14394 23085 30305 36224 40984 44742 47720 49947 51637 52858 53871
131 79 12    3895 14395 23086 30306 36225 40985 44743 47721 49948 51638 52859 53872
132 79 12    3896 14396 23087 30307 36226 40986 44744 47722 49949 51639 52860 53873
133 79 12    3897 14397 23088 30308 36227 40987 44745 47723 49950 51640 52861 53874
134 79 12    3898 14398 23089 30309 36228 40988 44746 47724 49951 51641 52862 53875
135 79  9    3899 14399 23090 30310 36229 40989 44747 47725 49952
136 79  9    3900 14400 23091 30311 36230 40990 44748 47726 49953
137 79 12    3901 14401 23092 30312 36231 40991 44749 47727 49954 51642 52863 53876
138 79 12    3902 14402 23093 30313 36232 40992 44750 47728 49955 51643 52864 53877
139 79 12    3903 14403 23094 30314 36233 40993 44751 47729 49956 51644 52865 53878
140 79 12    3904 14404 23095 30315 36234 40994 44752 47730 49957 51645 52866 53879
141 79 12    3905 14405 23096 30316 36235 40995 44753 47731 49958 51646 52867 53880
142 79  9    3906 14406 23097 30317 36236 40996 44754 47732 49959
143 79  8    3907 14407 23098 30318 36237 40997 44755 47733
144 79  8    3908 14408 23099 30319 36238 40998 44756 47734
145 79  8    3909 14409 23100 30320 36239 40999 44757 47735
146 79  7    3910 14410 23101 30321 36240 41000 44758
147 79  8    3911 14411 23102 30322 36241 41001 44759 47736
148 79 14    3912 14412 23103 30323 36242 41002 44760 47737 49960 51647 52868 53881 54587 55137
149 79  8    3913 14413 23104 30324 36243 41003 44761 47738
150 79 14    3914 14414 23105 30325 36244 41004 44762 47739 49961 51648 52869 53882 54588 55138
151 79 14    3915 14415 23106 30326 36245 41005 44763 47740 49962 51649 52870 53883 54589 55139
152 79 14    3916 14416 23107 30327 36246 41006 44764 47741 49963 51650 52871 53884 54590 55140
153 79 14    3917 14417 23108 30328 36247 41007 44765 47742 49964 51651 52872 53885 54591 55141
154 79 14    3918 14418 23109 30329 36248 41008 44766 47743 49965 51652 52873 53886 54592 55142
155 79 14    3919 14419 23110 30330 36249 41009 44767 47744 49966 51653 52874 53887 54593 55143
156 79 14    3920 14420 23111 30331 36250 41010 44768 47745 49967 51654 52875 53888 54594 55144
157 79 14    3921 14421 23112 30332 36251 41011 44769 47746 49968 51655 52876 53889 54595 55145
158 79 14    3922 14422 23113 30333 36252 41012 44770 47747 49969 51656 52877 53890 54596 55146
159 79  4    3923 14423 23114 30334
160 79  2    3924 14424
161 79  1    3925
117 80  1    3926
118 80  2    3927 14425
119 80  3    3928 14426 23115
120 80  5    3929 14427 23116 30335 36253
121 80  6    3930 14428 23117 30336 36254 41013
122 80  6    3931 14429 23118 30337 36255 41014
123 80  6    3932 14430 23119 30338 36256 41015
124 80  7    3933 14431 23120 30339 36257 41016 44771
125 80  8    3934 14432 23121 30340 36258 41017 44772 47748
126 80  8    3935 14433 23122 30341 36259 41018 44773 47749
127 80  8    3936 14434 23123 30342 36260 41019 44774 47750
128 80  8    3937 14435 23124 30343 36261 41020 44775 47751
129 80 12    3938 14436 23125 30344 36262 41021 44776 47752 49970 51657 52878 53891
130 80 12    3939 14437 23126 30345 36263 41022 44777 47753 49971 51658 52879 53892
131 80 12    3940 14438 23127 30346 36264 41023 44778 47754 49972 51659 52880 53893
132 80 12    3941 14439 23128 30347 36265 41024 44779 47755 49973 51660 52881 53894
133 80 12    3942 14440 23129 30348 36266 41025 44780 47756 49974 51661 52882 53895
134 80 12    3943 14441 23130 30349 36267 41026 44781 47757 49975 51662 52883 53896
135 80  9    3944 14442 23131 30350 36268 41027 44782 47758 49976
136 80  9    3945 14443 23132 30351 36269 41028 44783 47759 49977
137 80 12    3946 14444 23133 30352 36270 41029 44784 47760 49978 51663 52884 53897
138 80 12    3947 14445 23134 30353 36271 41030 44785 47761 49979 51664 52885 53898
139 80 12    3948 14446 23135 30354 36272 41031 44786 47762 49980 51665 52886 53899
140 80 12    3949 14447 23136 30355 36273 41032 44787 47763 49981 51666 52887 53900
141 80 12    3950 14448 23137 30356 36274 41033 44788 47764 49982 51667 52888 53901
142 80  9    3951 14449 23138 30357 36275 41034 44789 47765 49983
143 80  7    3952 14450 23139 30358 36276 41035 44790
144 80  7    3953 14451 23140 30359 36277 41036 44791
145 80  7    3954 14452 23141 30360 36278 41037 44792
146 80  7    3955 14453 23142 30361 36279 41038 44793
147 80  7    3956 14454 23143 30362 36280 41039 44794
